ngen_name,nse_symbol,bse_code,isin,matched_name,match_score,yf_ticker,match_method
Sg Finserve,SGFIN,SGFIN,INE618R01015,SG FINSERVE LIMITED,100.0,SGFIN.NS,fuzzy
Shadowfax Technologies,SHADOWFAX,SHADOWFAX,INE12UN01015,SHADOWFAX TECHNOLOGIES LIMITED,100.0,SHADOWFAX.NS,fuzzy
Shankara Buildpro,BUILDPRO,BUILDPRO,INE24OJ01011,Shankara Buildpro Limited,100.0,BUILDPRO.NS,fuzzy
Shanthi Gears,SHANTIGEAR,SHANTIGEAR,INE631A01022,SHANTHI GEARS LTD.,100.0,SHANTIGEAR.NS,fuzzy
Sharda Cropchem,SHARDACROP,SHARDACROP,INE221J01015,Sharda Cropchem Limited,100.0,SHARDACROP.NS,fuzzy
Sharda Motor,SHARDAMOTR,SHARDAMOTR,INE597I01028,SHARDA MOTOR INDUSTRIES LTD,100.0,SHARDAMOTR.NS,fuzzy
Britannia Inds.,BRITANNIA,BRITANNIA,INE216A01030,BRITANNIA INDUSTRIES LTD.,100.0,BRITANNIA.NS,exact
Bse,BSE,,INE118H01025,BSE,100.0,BSE.NS,common_map
C D S L,CDSL,,INE736A01011,CDSL,100.0,CDSL.NS,exact
Camlin Fine,CAMLINFINE,CAMLINFINE,INE052I01032,Camlin Fine Sciences Ltd,100.0,CAMLINFINE.NS,exact
Can Fin Homes,CANFINHOME,CANFINHOME,INE477A01020,CAN FIN HOMES LTD.,100.0,CANFINHOME.NS,fuzzy
Canara Bank,CANBK,CANBK,INE476A01022,CANARA BANK,100.0,CANBK.NS,common_map
Gfl,GFLLIMITED,GFLLIMITED,INE538A01037,GFL LIMITED,100.0,GFLLIMITED.NS,fuzzy
Ghcl,GHCL,GHCL,INE539A01019,GHCL LTD.,100.0,GHCL.NS,common_map
Ghcl Textiles,GHCLTEXTIL,GHCLTEXTIL,INE0PA801013,GHCL Textiles Limited,100.0,GHCLTEXTIL.NS,fuzzy
Gillette India,GILLETTE,GILLETTE,INE322A01010,GILLETTE INDIA LTD.,100.0,GILLETTE.NS,exact
Gk Energy,GKENERGY,GKENERGY,INE1AG301022,GK ENERGY LIMITED,100.0,GKENERGY.NS,exact
Gland Pharma,GLAND,GLAND,INE068V01023,Gland Pharma Limited,100.0,GLAND.NS,fuzzy
Somany Ceramics,SOMANYCERA,SOMANYCERA,INE355A01028,SOMANY CERAMICS LTD.,100.0,SOMANYCERA.NS,fuzzy
Sheela Foam,SFL,SFL,INE916U01025,Sheela Foam Limited,100.0,SFL.NS,fuzzy
Shilpa Medicare,SHILPAMED,SHILPAMED,INE790G01031,SHILPA MEDICARE LTD.,100.0,SHILPAMED.NS,fuzzy
Shoppers Stop,SHOPERSTOP,SHOPERSTOP,INE498B01024,SHOPPERS STOP LTD.,100.0,SHOPERSTOP.NS,fuzzy
Shree Cement,SHREECEM,SHREECEM,INE070A01015,SHREE CEMENT LTD.,100.0,SHREECEM.NS,common_map
Shriram Finance,SHRIRAMFIN,SHRIRAMFIN,INE721A01047,Shriram Finance Limited,100.0,SHRIRAMFIN.NS,fuzzy
Siemens,SIEMENS,SIEMENS,INE003A01024,SIEMENS LTD.,100.0,SIEMENS.NS,exact
Sirca Paints,SIRCA,SIRCA,INE792Z01011,Sirca Paints India Limited,100.0,SIRCA.NS,fuzzy
Sis,SIS,SIS,INE285J01028,SIS LIMITED,100.0,SIS.NS,exact
Global Health,MEDANTA,MEDANTA,INE474Q01031,Global Health Limited,100.0,MEDANTA.NS,fuzzy
Globus Spirits,GLOBUSSPR,GLOBUSSPR,INE615I01010,GLOBUS SPIRITS LTD.,100.0,GLOBUSSPR.NS,fuzzy
Gmm Pfaudler,GMMPFAUDLR,GMMPFAUDLR,INE541A01023,GMM PFAUDLER LTD.,100.0,GMMPFAUDLR.NS,fuzzy
Gmr Airports,GMRAIRPORT,GMRAIRPORT,INE776C01039,GMR Airports Limited,100.0,GMRAIRPORT.NS,fuzzy
Gng Electronics,EBGNG,EBGNG,INE18JU01028,GNG Electronics Limited,100.0,EBGNG.NS,fuzzy
Ganesh Housing,GANESHHOU,GANESHHOU,INE460C01014,GANESH HOUSING LIMITED,100.0,GANESHHOU.NS,fuzzy
Ge Power,GVPIL,GVPIL,INE878A01011,GE Power India Ltd,100.0,GVPIL.NS,fuzzy
Ge Vernova T&D,GVT&D,GVT&D,INE200A01026,GE Vernova T&D India Limited,100.0,GVT&D.NS,fuzzy
Star Cement,STARCEMENT,STARCEMENT,INE460H01021,Star Cement Limited,100.0,STARCEMENT.NS,exact
Sjs Enterprises,SJS,SJS,INE284S01014,S.J.S. Enterprises Limited,100.0,SJS.NS,fuzzy
Sjvn,SJVN,SJVN,INE002L01015,SJVN LTD,100.0,SJVN.NS,exact
Skf India,SKFINDIA,SKFINDIA,INE640A01023,SKF INDIA LTD.,100.0,SKFINDIA.NS,fuzzy
Skf India Indus.,SKFINDUS,SKFINDUS,INE2J8701016,SKF INDIA (INDUSTRIAL) LIMITED,100.0,SKFINDUS.NS,exact
Skipper,SKIPPER,SKIPPER,INE439E01022,SKIPPER LTD,100.0,SKIPPER.NS,exact
Sms Pharma.,SMSPHARMA,SMSPHARMA,INE812G01025,SMS PHARMACEUTICALS LTD.,100.0,SMSPHARMA.NS,exact
Sobha,SOBHA,SOBHA,INE671H01015,SOBHA,100.0,SOBHA.NS,exact
Solar Industries,SOLARINDS,SOLARINDS,INE343H01029,SOLAR INDUSTRIES INDIA LTD.,100.0,SOLARINDS.NS,common_map
Genus Power,GENUSPOWER,GENUSPOWER,INE955D01029,GENUS POWER INFRASTRUCTURES LT,100.0,GENUSPOWER.NS,exact
Force Motors,FORCEMOT,FORCEMOT,INE451A01017,FORCE MOTORS LTD.,100.0,FORCEMOT.NS,fuzzy
Foseco India,FOSECOIND,FOSECOIND,INE519A01011,FOSECO INDIA LTD.,100.0,FOSECOIND.NS,fuzzy
Fusion Finance,FUSION,FUSION,INE139R01012,FUSION FINANCE LIMITED,100.0,FUSION.NS,fuzzy
G N F C,GNFC,GNFC,INE113A01013,GUJARAT NARMADA VALLEY FERTILI,100.0,GNFC.NS,exact
G S F C,GSFC,GSFC,INE026A01025,GUJARAT STATE FERTILIZERS & CH,100.0,GSFC.NS,exact
Gabriel India,GABRIEL,GABRIEL,INE524A01029,GABRIEL INDIA LTD.,100.0,GABRIEL.NS,exact
Gail (India),GAIL,GAIL,INE129A01019,GAIL (INDIA) LTD.,100.0,GAIL.NS,common_map
Subros,SUBROS,SUBROS,INE287B01021,SUBROS LTD.,100.0,SUBROS.NS,exact
Sudeep Pharma,SUDEEPPHRM,SUDEEPPHRM,INE0QPI01025,Sudeep Pharma Limited,100.0,SUDEEPPHRM.NS,fuzzy
Sula Vineyards,SULA,SULA,INE142Q01026,Sula Vineyards Limited,100.0,SULA.NS,fuzzy
Sonata Software,SONATSOFTW,SONATSOFTW,INE269A01021,SONATA SOFTWARE LTD.,100.0,SONATSOFTW.NS,fuzzy
Spicejet,,SPICEJET,INE285B01017,SPICEJET LTD.,100.0,SPICEJET.BO,fuzzy
Srf,SRF,SRF,INE647A01010,SRF LTD.,100.0,SRF.NS,common_map
Exide Inds.,EXIDEIND,EXIDEIND,INE302A01020,EXIDE INDUSTRIES LTD.,100.0,EXIDEIND.NS,fuzzy
Faze Three,FAZE3Q,FAZE3Q,INE963C01033,FAZE THREE LTD.,100.0,FAZE3Q.NS,fuzzy
Fdc,FDC,FDC,INE258B01022,FDC LTD.,100.0,FDC.NS,exact
Federal Bank,FEDERALBNK,FEDERALBNK,INE171A01029,FEDERAL BANK LTD.,100.0,FEDERALBNK.NS,common_map
Fiem Industries,FIEMIND,FIEMIND,INE737H01014,FIEM INDUSTRIES LTD.,100.0,FIEMIND.NS,fuzzy
Filatex India,FILATEX,FILATEX,INE816B01035,FILATEX INDIA LTD.,100.0,FILATEX.NS,exact
Finolex Cables,FINCABLES,FINCABLES,INE235A01022,FINOLEX CABLES LTD.,100.0,FINCABLES.NS,common_map
Finolex Inds.,FINPIPE,FINPIPE,INE183A01024,FINOLEX INDUSTRIES LTD.,100.0,FINPIPE.NS,fuzzy
Sundrop Brands,SUNDROP,SUNDROP,INE209A01019,SUNDROP BRANDS LIMITED,100.0,SUNDROP.NS,fuzzy
Sunteck Realty,SUNTECK,SUNTECK,INE805D01034,SUNTECK REALTY LTD.,100.0,SUNTECK.NS,fuzzy
Supreme Inds.,SUPREME,SUPREME,INE822E01011,SUPREME HOLDINGS & HOSPITALITY,100.0,SUPREME.NS,exact
Surya Roshni,SURYAROSNI,SURYAROSNI,INE335A01020,SURYA ROSHNI LTD.,100.0,SURYAROSNI.NS,fuzzy
Steelcast,STEELCAS,STEELCAS,INE124E01038,STEELCAST LTD.,100.0,STEELCAS.NS,fuzzy
Sterling Tools,STERTOOLS,STERTOOLS,INE334A01023,STERLING TOOLS LTD.,100.0,STERTOOLS.NS,fuzzy
Stl Networks,,STLNETWORK,INE1VXE01018,STL Networks Limited,100.0,STLNETWORK.BO,fuzzy
Stove Kraft,STOVEKRAFT,STOVEKRAFT,INE00IN01015,STOVE KRAFT LIMITED,100.0,STOVEKRAFT.NS,exact
Care Ratings,CARERATING,CARERATING,INE752H01013,CARE Ratings Limited,100.0,CARERATING.NS,fuzzy
Carraro India,CARRARO,CARRARO,INE0V7W01012,CARRARO INDIA LIMITED,100.0,CARRARO.NS,exact
Cartrade Tech,CARTRADE,CARTRADE,INE290S01011,CarTrade Tech Limited,100.0,CARTRADE.NS,fuzzy
Carysil,CARYSIL,CARYSIL,INE482D01024,CARYSIL LIMITED,100.0,CARYSIL.NS,exact
Castrol India,CASTROLIND,CASTROLIND,INE172A01027,CASTROL INDIA LTD.,100.0,CASTROLIND.NS,fuzzy
Ceat,CEATLTD,CEATLTD,INE482A01020,CEAT LTD.,100.0,CEATLTD.NS,fuzzy
Epack Durable,EPACK,EPACK,INE0G5901015,EPACK Durable Limited,100.0,EPACK.NS,fuzzy
Epigral,EPIGRAL,EPIGRAL,INE071N01016,Epigral Limited,100.0,EPIGRAL.NS,exact
Epl Ltd,EPL,EPL,INE255A01020,EPL LIMITED,100.0,EPL.NS,exact
Amagi Media Labs,AMAGI,AMAGI,INE121R01077,Amagi Media Labs Limited,100.0,AMAGI.NS,fuzzy
Ambuja Cements,AMBUJACEM,AMBUJACEM,INE079A01024,AMBUJA CEMENTS LTD.,100.0,AMBUJACEM.NS,common_map
Sun Tv Network,SUNTV,SUNTV,INE424H01027,SUN TV NETWORK LTD.,100.0,SUNTV.NS,fuzzy
Sundaram Finance,SUNDARMFIN,SUNDARMFIN,INE660A01013,SUNDARAM FINANCE LTD.,100.0,SUNDARMFIN.NS,fuzzy
Esab India,ESABINDIA,ESABINDIA,INE284A01012,ESAB INDIA LTD.,100.0,ESABINDIA.NS,fuzzy
Escorts Kubota,ESCORTS,ESCORTS,INE042A01014,Escorts Kubota Limited,100.0,ESCORTS.NS,fuzzy
Eternal,ETERNAL,ETERNAL,INE758T01015,Eternal Limited,100.0,ETERNAL.NS,common_map
Eternal Ltd,ETERNAL,ETERNAL,INE758T01015,Eternal Limited,100.0,ETERNAL.NS,exact
Ethos,ETHOSLTD,ETHOSLTD,INE04TZ01018,ETHOS LIMITED,100.0,ETHOSLTD.NS,fuzzy
Ethos Ltd,ETHOSLTD,ETHOSLTD,INE04TZ01018,ETHOS LIMITED,100.0,ETHOSLTD.NS,fuzzy
Eureka Forbes,EUREKAFORB,EUREKAFORB,INE0KCE01017,Eureka Forbes Limited,100.0,EUREKAFORB.NS,fuzzy
Eveready Inds.,EVEREADY,EVEREADY,INE128A01029,EVEREADY INDUSTRIES INDIA LTD.,100.0,EVEREADY.NS,exact
Electronics Mart,EMIL,EMIL,INE02YR01019,Electronics Mart India Limited,100.0,EMIL.NS,fuzzy
Elgi Equipments,ELGIEQUIP,ELGIEQUIP,INE285A01027,ELGI EQUIPMENTS LTD.,100.0,ELGIEQUIP.NS,fuzzy
Emami,EMAMILTD,EMAMILTD,INE548C01032,EMAMI LTD.,100.0,EMAMILTD.NS,fuzzy
Tata Power Co.,TATAPOWER,TATAPOWER,INE245A01021,TATA POWER CO.LTD.,100.0,TATAPOWER.NS,common_map
Tata Steel,TATASTEEL,TATASTEEL,INE081A01020,TATA STEEL LTD.,100.0,TATASTEEL.NS,common_map
Tbo Tek,TBOTEK,TBOTEK,INE673O01025,TBO TEK LIMITED,100.0,TBOTEK.NS,exact
Tci Express,TCIEXP,TCIEXP,INE586V01016,TCI Express Limited,100.0,TCIEXP.NS,fuzzy
Suzlon Energy,SUZLON,SUZLON,INE040H01021,SUZLON ENERGY LTD.,100.0,SUZLON.NS,fuzzy
Swan Corp,SWANCORP,SWANCORP,INE665A01038,Swan Corp Limited,100.0,SWANCORP.NS,fuzzy
Swaraj Engines,SWARAJENG,SWARAJENG,INE277A01016,SWARAJ ENGINES LTD.,100.0,SWARAJENG.NS,fuzzy
Swiggy,SWIGGY,SWIGGY,INE00H001014,SWIGGY LIMITED,100.0,SWIGGY.NS,exact
Symphony,SYMPHONY,SYMPHONY,INE225D01027,SYMPHONY LIMITED,100.0,SYMPHONY.NS,exact
Ems,EMSLIMITED,EMSLIMITED,INE0OV601013,EMS LIMITED,100.0,EMSLIMITED.NS,fuzzy
Emudhra,EMUDHRA,EMUDHRA,INE01QM01018,eMudhra Limited,100.0,EMUDHRA.NS,exact
Engineers India,ENGINERSIN,ENGINERSIN,INE510A01028,ENGINEERS INDIA LTD.,100.0,ENGINERSIN.NS,fuzzy
Dr Lal Pathlabs,LALPATHLAB,LALPATHLAB,INE600L01024,Dr. Lal Pathlabs Limited,100.0,LALPATHLAB.NS,fuzzy
E2E Networks,E2E,E2E,INE255Z01027,E2E Networks Limited,100.0,E2E.NS,fuzzy
Eclerx Services,ECLERX,ECLERX,INE738I01010,ECLERX SERVICES LTD.,100.0,ECLERX.NS,fuzzy
Efc (I),EFCIL,EFCIL,INE886D01026,EFC (I) LIMITED,100.0,EFCIL.NS,fuzzy
Eicher Motors,EICHERMOT,EICHERMOT,INE066A01021,EICHER MOTORS LTD.,100.0,EICHERMOT.NS,common_map
Thermax,THERMAX,THERMAX,INE152A01029,THERMAX LTD.,100.0,THERMAX.NS,exact
Tanla Platforms,TANLA,TANLA,INE483C01032,TANLA PLATFORMS LIMITED,100.0,TANLA.NS,fuzzy
Tarc Ltd,TARC,TARC,INE0EK901012,TARC LIMITED,100.0,TARC.NS,exact
Tata Capital,TATACAP,TATACAP,INE976I01016,Tata Capital Limited,100.0,TATACAP.NS,fuzzy
Tata Chemicals,TATACHEM,TATACHEM,INE092A01019,TATA CHEMICALS LTD.,100.0,TATACHEM.NS,fuzzy
Tata Consumer,TATACONSUM,TATACONSUM,INE192A01025,TATA CONSUMER PRODUCTS LIMITED,100.0,TATACONSUM.NS,common_map
Tata Elxsi,TATAELXSI,TATAELXSI,INE670A01012,TATA ELXSI LTD.,100.0,TATAELXSI.NS,exact
Tata Motors,TMCV,TMCV,INE1TAE01010,Tata Motors Limited,100.0,TMCV.NS,fuzzy
Tata Motors Pveh,TATAMOTORS,,,Tata Motors Pveh,100.0,TATAMOTORS.NS,common_map
Afcom Holdings,,AFCOM,INE0OXY01013,Afcom Holdings Limited,100.0,AFCOM.BO,fuzzy
Affle 3I,AFFLE,AFFLE,INE00WC01027,AFFLE 3I LIMITED,100.0,AFFLE.NS,fuzzy
Ag Ventures,,AGVENTURES,INE321D01016,AG VENTURES LIMITED,100.0,AGVENTURES.BO,fuzzy
Agi Greenpac,AGI,AGI,INE415A01038,AGI GREENPAC LIMITED,100.0,AGI.NS,fuzzy
Aia Engineering,AIAENG,AIAENG,INE212H01026,AIA ENGINEERING LTD.,100.0,AIAENG.NS,fuzzy
Ajanta Pharma,AJANTPHARM,AJANTPHARM,INE031B01049,AJANTA PHARMA LTD.,100.0,AJANTPHARM.NS,fuzzy
Ajax Engineering,AJAXENGG,AJAXENGG,INE274Y01021,AJAX Engineering Limited,100.0,AJAXENGG.NS,fuzzy
Tcs,TCS,TCS,INE467B01029,TATA CONSULTANCY SERVICES LTD.,100.0,TCS.NS,common_map
Tech Mahindra,TECHM,TECHM,INE669C01036,TECH MAHINDRA LTD.,100.0,TECHM.NS,common_map
Tega Inds.,TEGA,TEGA,INE011K01018,Tega Industries Limited,100.0,TEGA.NS,exact
Tejas Networks,TEJASNET,TEJASNET,INE010J01012,Tejas Networks Limited,100.0,TEJASNET.NS,fuzzy
Eid Parry,EIDPARRY,EIDPARRY,INE126A01031,E.I.D.-PARRY (INDIA) LTD.,100.0,EIDPARRY.NS,exact
Eih,EIHOTEL,EIHOTEL,INE230A01023,EIH LTD.,100.0,EIHOTEL.NS,fuzzy
Elantas Beck,ELANTAS,ELANTAS,INE280B01018,ELANTAS BECK INDIA LTD.,100.0,ELANTAS.NS,fuzzy
Dhanuka Agritech,DHANUKA,DHANUKA,INE435G01025,DHANUKA AGRITECH LTD.,100.0,DHANUKA.NS,fuzzy
Dilip Buildcon,DBL,DBL,INE917M01012,Dilip Buildcon Limited,100.0,DBL.NS,fuzzy
Disa India,DISAQ,DISAQ,INE131C01011,DISA INDIA LTD.,100.0,DISAQ.NS,fuzzy
Dlf,DLF,DLF,INE271C01023,DLF LTD.,100.0,DLF.NS,common_map
Dodla Dairy,DODLA,DODLA,INE021O01019,Dodla Dairy Limited,100.0,DODLA.NS,fuzzy
Doms Industries,DOMS,DOMS,INE321T01012,DOMS Industries Limited,100.0,DOMS.NS,exact
Ceigall India,CEIGALL,CEIGALL,INE0AG901020,Ceigall India Limited,100.0,CEIGALL.NS,exact
Tvs Motor Co.,TVSMOTOR,TVSMOTOR,INE494B01023,TVS MOTOR COMPANY LTD.,100.0,TVSMOTOR.NS,common_map
Tvs Srichakra,TVSSRICHAK,TVSSRICHAK,INE421C01016,TVS SRICHAKRA LTD.,100.0,TVSSRICHAK.NS,fuzzy
Tilaknagar Inds.,TI,TI,INE133E01013,TILAKNAGAR INDUSTRIES LTD.,100.0,TI.NS,fuzzy
Time Technoplast,TIMETECHNO,TIMETECHNO,INE508G01029,TIME TECHNOPLAST LTD.,100.0,TIMETECHNO.NS,fuzzy
Timken India,TIMKEN,TIMKEN,INE325A01013,TIMKEN INDIA LTD.,100.0,TIMKEN.NS,exact
Tips Music,TIPSMUSIC,TIPSMUSIC,INE716B01029,TIPS MUSIC LIMITED,100.0,TIPSMUSIC.NS,exact
Titan Company,TITAN,TITAN,INE280A01028,TITAN COMPANY LIMITED,100.0,TITAN.NS,common_map
Torrent Power,TORNTPOWER,TORNTPOWER,INE813H01021,TORRENT POWER LTD.,100.0,TORNTPOWER.NS,fuzzy
Aegis Logistics,AEGISLOG,AEGISLOG,INE208C01025,AEGIS LOGISTICS LTD.,100.0,AEGISLOG.NS,fuzzy
Aequs,AEQUS,AEQUS,INE947N01017,Aequs Limited,100.0,AEQUS.NS,exact
Aeroflex,AEROFLEX,AEROFLEX,INE024001021,Aeroflex Industries Limited,100.0,AEROFLEX.NS,exact
Cello World,CELLO,CELLO,INE0LMW01024,Cello World Limited,100.0,CELLO.NS,fuzzy
Century Enka,CENTENKA,CENTENKA,INE485A01015,CENTURY ENKA LTD.,100.0,CENTENKA.NS,fuzzy
Cesc,CESC,CESC,INE486A01021,CESC LTD.,100.0,CESC.NS,exact
Cg Power & Ind,CGPOWER,CGPOWER,INE067A01029,CG Power and Industrial Soluti,100.0,CGPOWER.NS,common_map
Chalet Hotels,CHALET,CHALET,INE427F01016,Chalet Hotels Limited,100.0,CHALET.NS,fuzzy
Chemplast Sanmar,CHEMPLASTS,CHEMPLASTS,INE488A01050,Chemplast Sanmar Limited,100.0,CHEMPLASTS.NS,fuzzy
D B Corp,DBCORP,DBCORP,INE950I01011,D B CORP LTD,100.0,DBCORP.NS,fuzzy
Dabur India,DABUR,DABUR,INE016A01026,DABUR INDIA LTD.,100.0,DABUR.NS,common_map
United Spirits,UNITDSPR,UNITDSPR,INE854D01024,UNITED SPIRITS LTD.,100.0,UNITDSPR.NS,fuzzy
Universal Cables,UNIVCABLES,UNIVCABLES,INE279A01012,UNIVERSAL CABLES LTD.,100.0,UNIVCABLES.NS,fuzzy
Uno Minda,UNOMINDA,UNOMINDA,INE405E01023,UNO Minda Limited,100.0,UNOMINDA.NS,exact
Updater Services,UDS,UDS,INE851I01011,Updater Services Limited,100.0,UDS.NS,fuzzy
Upl,UPL,UPL,INE628A01036,UPL LIMITED,100.0,UPL.NS,exact
Travel Food,TRAVELFOOD,TRAVELFOOD,INE103V01028,TRAVEL FOOD SERVICES LIMITED,100.0,TRAVELFOOD.NS,exact
Trent,TRENT,TRENT,INE849A01020,TRENT LTD.,100.0,TRENT.NS,common_map
Trident,TRIDENT,TRIDENT,INE064C01022,TRIDENT LTD.,100.0,TRIDENT.NS,exact
Triveni Turbine,TRITURBINE,TRITURBINE,INE152M01016,TRIVENI TURBINE LTD.,100.0,TRITURBINE.NS,fuzzy
Trualt Bioenergy,TRUALT,TRUALT,INE0MWH01014,TRUALT BIOENERGY LIMITED,100.0,TRUALT.NS,fuzzy
Ttk Prestige,TTKPRESTIG,TTKPRESTIG,INE690A01028,TTK PRESTIGE LTD.,100.0,TTKPRESTIG.NS,fuzzy
Tvs Holdings,TVSHLTD,TVSHLTD,INE105A01035,TVS Holdings Limited,100.0,TVSHLTD.NS,fuzzy
Dcb Bank,DCBBANK,DCBBANK,INE503A01015,DCB BANK LIMITED,100.0,DCBBANK.NS,exact
Dcm Shriram,DCMSHRIRAM,DCMSHRIRAM,INE499A01024,DCM SHRIRAM LIMITED,100.0,DCMSHRIRAM.NS,exact
Dcx Systems,DCXINDIA,DCXINDIA,INE0KL801015,DCX Systems Limited,100.0,DCXINDIA.NS,fuzzy
Deepak Nitrite,DEEPAKNTR,DEEPAKNTR,INE288B01029,DEEPAK NITRITE LTD.,100.0,DEEPAKNTR.NS,fuzzy
Delhivery,DELHIVERY,DELHIVERY,INE148O01028,Delhivery Limited,100.0,DELHIVERY.NS,exact
Delta Corp,DELTACORP,DELTACORP,INE124G01033,DELTA CORP LTD.,100.0,DELTACORP.NS,fuzzy
Container Corpn.,CONCOR,CONCOR,INE111A01025,CONTAINER CORPORATION OF INDIA,100.0,CONCOR.NS,common_map
Corona Remedies,CORONA,CORONA,INE02ZQ01018,Corona Remedies Limited,100.0,CORONA.NS,fuzzy
Varun Beverages,VBL,VBL,INE200M01039,Varun Beverages Limited,100.0,VBL.NS,fuzzy
Vedant Fashions,MANYAVAR,MANYAVAR,INE825V01034,Vedant Fashions Limited,100.0,MANYAVAR.NS,fuzzy
Vedanta,VEDL,VEDL,INE205A01025,VEDANTA LIMITED,100.0,VEDL.NS,fuzzy
Uco Bank,UCOBANK,UCOBANK,INE691A01018,UCO BANK,100.0,UCOBANK.NS,exact
Ultratech Cem.,ULTRACEMCO,ULTRACEMCO,INE481G01011,ULTRATECH CEMENT LTD.,100.0,ULTRACEMCO.NS,common_map
Uniparts India,UNIPARTS,UNIPARTS,INE244O01017,Uniparts India Limited,100.0,UNIPARTS.NS,exact
United Breweries,UBL,UBL,INE686F01025,UNITED BREWERIES LTD.,100.0,UBL.NS,fuzzy
United Foodbrands,UFBL,UFBL,INE382M01027,UNITED FOODBRANDS LIMITED,100.0,UFBL.NS,fuzzy
Vesuvius India,VESUVIUS,VESUVIUS,INE386A01023,VESUVIUS INDIA LTD.,100.0,VESUVIUS.NS,exact
Vidya Wires,VIDYAWIRES,VIDYAWIRES,INE14UN01029,VIDYA WIRES LIMITED,100.0,VIDYAWIRES.NS,exact
Vikram Solar,VIKRAMSOLR,VIKRAMSOLR,INE078V01014,Vikram Solar Limited,100.0,VIKRAMSOLR.NS,fuzzy
Vinati Organics,VINATIORGA,VINATIORGA,INE410B01037,VINATI ORGANICS LTD.,100.0,VINATIORGA.NS,fuzzy
Urban Company,URBANCO,URBANCO,INE0CAZ01013,Urban Company Limited,100.0,URBANCO.NS,fuzzy
Usha Martin,USHAMART,USHAMART,INE228A01035,USHA MARTIN LTD.,100.0,USHAMART.NS,fuzzy
Uti Amc,UTIAMC,UTIAMC,INE094J01016,UTI Asset Management Company L,100.0,UTIAMC.NS,exact
V-Mart Retail,VMART,VMART,INE665J01013,V-MART RETAIL LTD.,100.0,VMART.NS,fuzzy
V2 Retail,V2RETAIL,V2RETAIL,INE945H01021,V2 RETAIL LTD.,100.0,V2RETAIL.NS,exact
Va Tech Wabag,WABAG,WABAG,INE956G01038,VA TECH WABAG LTD.,100.0,WABAG.NS,fuzzy
Crisil,CRISIL,CRISIL,INE007A01025,CRISIL LTD.,100.0,CRISIL.NS,exact
Crizac,CRIZAC,CRIZAC,INE0S4R01014,CRIZAC LIMITED,100.0,CRIZAC.NS,exact
Csb Bank,CSBBANK,CSBBANK,INE679A01013,CSB Bank Limited,100.0,CSBBANK.NS,exact
Cummins India,CUMMINSIND,CUMMINSIND,INE298A01020,CUMMINS INDIA LTD.,100.0,CUMMINSIND.NS,fuzzy
Cyient,CYIENT,CYIENT,INE136B01020,CYIENT LIMITED,100.0,CYIENT.NS,exact
Cyient Dlm,CYIENTDLM,CYIENTDLM,INE055S01018,Cyient DLM Limited,100.0,CYIENTDLM.NS,exact
Cholaman.Inv.&Fn,CHOLAFIN,CHOLAFIN,INE121A01024,CHOLAMANDALAM INVESTMENT AND F,100.0,CHOLAFIN.NS,common_map
Cie Automotive,CIEINDIA,CIEINDIA,INE536H01010,CIE Automotive India Limited,100.0,CIEINDIA.NS,fuzzy
Cipla,CIPLA,CIPLA,INE059A01026,CIPLA LTD.,100.0,CIPLA.NS,common_map
City Union Bank,CUB,CUB,INE491A01021,CITY UNION BANK LTD.,100.0,CUB.NS,fuzzy
Vodafone Idea,IDEA,IDEA,INE669E01016,VODAFONE IDEA  LIMITED,100.0,IDEA.NS,fuzzy
Voltas,VOLTAS,VOLTAS,INE226A01021,VOLTAS LTD.,100.0,VOLTAS.NS,exact
Vrl Logistics,VRLLOG,VRLLOG,INE366I01010,VRL Logistics Limited,100.0,VRLLOG.NS,fuzzy
Vst Industries,VSTIND,VSTIND,INE710A01016,VST INDUSTRIES LTD.,100.0,VSTIND.NS,fuzzy
Waaree Energies,WAAREEENER,WAAREEENER,INE377N01017,Waaree Energies Limited,100.0,WAAREEENER.NS,fuzzy
Venus Pipes,VENUSPIPES,VENUSPIPES,INE0JA001018,Venus Pipes & Tubes Limited,100.0,VENUSPIPES.NS,exact
Wendt India,WENDT,WENDT,INE274C01019,WENDT (INDIA) LTD.,100.0,WENDT.NS,exact
Wework India,WEWORK,WEWORK,INE085001019,WeWork India Management Limite,100.0,WEWORK.NS,exact
Wheels India,WHEELS,WHEELS,INE715A01015,WHEELS INDIA LTD.,100.0,WHEELS.NS,exact
Whirlpool India,WHIRLPOOL,WHIRLPOOL,INE716A01013,WHIRLPOOL OF INDIA LTD.,100.0,WHIRLPOOL.NS,exact
Windlas Biotech,WINDLAS,WINDLAS,INE0H5O01029,Windlas Biotech Limited,100.0,WINDLAS.NS,fuzzy
Wipro,WIPRO,WIPRO,INE075A01022,WIPRO LTD.,100.0,WIPRO.NS,common_map
Wockhardt,WOCKPHARMA,WOCKPHARMA,INE049B01025,WOCKHARDT LTD.,100.0,WOCKPHARMA.NS,fuzzy
Wpil,WPIL,WPIL,INE765D01022,WPIL LTD.,100.0,WPIL.NS,exact
Vishal Mega Mart,VMM,VMM,INE01EA01019,Vishal Mega Mart Limited,100.0,VMM.NS,fuzzy
Vishnu Chemicals,VISHNU,VISHNU,INE270I01022,VISHNU CHEMICALS LTD.,100.0,VISHNU.NS,fuzzy
Cms Info Systems,CMSINFO,CMSINFO,INE925R01014,CMS Info Systems Limited,100.0,CMSINFO.NS,fuzzy
